point_id,rot_x,rot_y,rot_z,optimal_thresholds,optimal_lod
92,15.0,135.0,0.0,0.304096;0.110515;0.027550;0.001113,0
92,15.0,180.0,0.0,0.304096;0.110515;0.027550;0.001113,0
92,15.0,225.0,0.0,0.304096;0.110515;0.027550;0.001113,0
92,15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
92,15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,-15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,-15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,-15.0,135.0,0.0,0.304096;0.110515;0.027550;0.001113,0
93,-15.0,180.0,0.0,0.304096;0.110515;0.027550;0.001113,0
93,-15.0,225.0,0.0,0.304096;0.110515;0.027550;0.001113,0
93,-15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
93,-15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,0.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,0.0,135.0,0.0,0.304096;0.110515;0.027550;0.001113,0
93,0.0,180.0,0.0,0.304096;0.110515;0.027550;0.001113,0
93,0.0,225.0,0.0,0.304096;0.110515;0.027550;0.001113,0
93,0.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,0.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
93,15.0,135.0,0.0,0.304096;0.110515;0.027550;0.001113,0
93,15.0,180.0,0.0,0.304096;0.110515;0.027550;0.001113,0
93,15.0,225.0,0.0,0.304096;0.110515;0.027550;0.001113,0
93,15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
93,15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,-15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,-15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,-15.0,135.0,0.0,0.304096;0.110515;0.027550;0.001113,0
94,-15.0,180.0,0.0,0.304096;0.110515;0.027550;0.001113,0
94,-15.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
94,-15.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,-15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,0.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,0.0,135.0,0.0,0.243277;0.088412;0.022040;0.000891,1
94,0.0,180.0,0.0,0.304096;0.110515;0.027550;0.001113,0
94,0.0,225.0,0.0,0.243277;0.088412;0.022040;0.000891,1
94,0.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,0.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
94,15.0,135.0,0.0,0.243277;0.088412;0.022040;0.000891,1
94,15.0,180.0,0.0,0.304096;0.110515;0.027550;0.001113,0
94,15.0,225.0,0.0,0.243277;0.088412;0.022040;0.000891,1
94,15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
94,15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,-15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,-15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,-15.0,135.0,0.0,0.304096;0.110515;0.027550;0.001113,0
95,-15.0,180.0,0.0,0.304096;0.110515;0.027550;0.001113,0
95,-15.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
95,-15.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,-15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,0.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,0.0,135.0,0.0,0.243277;0.088412;0.022040;0.000891,1
95,0.0,180.0,0.0,0.304096;0.110515;0.027550;0.001113,0
95,0.0,225.0,0.0,0.304096;0.110515;0.027550;0.001113,0
95,0.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,0.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,15.0,135.0,0.0,0.243277;0.088412;0.022040;0.000891,1
95,15.0,180.0,0.0,0.304096;0.110515;0.027550;0.001113,0
95,15.0,225.0,0.0,0.243277;0.088412;0.022040;0.000891,1
95,15.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
95,15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,-15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,-15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,-15.0,135.0,0.0,0.243277;0.088412;0.022040;0.000891,1
96,-15.0,180.0,0.0,0.182458;0.066309;0.016530;0.000668,2
96,-15.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
96,-15.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,-15.0,315.0,0.0,0.182458;0.066309;0.016530;0.000668,2
96,0.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,0.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,0.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,0.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,0.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,0.0,315.0,0.0,0.182458;0.066309;0.016530;0.000668,2
96,15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,15.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
96,15.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
96,15.0,315.0,0.0,0.182458;0.066309;0.016530;0.000668,2
97,-15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,-15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,-15.0,135.0,0.0,0.304096;0.110515;0.027550;0.001113,0
97,-15.0,180.0,0.0,0.304096;0.110515;0.027550;0.001113,0
97,-15.0,225.0,0.0,0.304096;0.110515;0.027550;0.001113,0
97,-15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
97,-15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,0.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,0.0,135.0,0.0,0.182458;0.066309;0.016530;0.000668,2
97,0.0,180.0,0.0,0.182458;0.066309;0.016530;0.000668,2
97,0.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
97,0.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,0.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,15.0,180.0,0.0,0.182458;0.066309;0.016530;0.000668,2
97,15.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
97,15.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
97,15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,-15.0,0.0,0.0,0.182458;0.066309;0.016530;0.000668,2
98,-15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,-15.0,135.0,0.0,0.182458;0.066309;0.016530;0.000668,2
98,-15.0,180.0,0.0,0.182458;0.066309;0.016530;0.000668,2
98,-15.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
98,-15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
98,-15.0,315.0,0.0,0.243277;0.088412;0.022040;0.000891,1
98,0.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,0.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,0.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,0.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,0.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
98,0.0,315.0,0.0,0.243277;0.088412;0.022040;0.000891,1
98,15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,15.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
98,15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
98,15.0,315.0,0.0,0.243277;0.088412;0.022040;0.000891,1
99,-15.0,0.0,0.0,0.243277;0.088412;0.022040;0.000891,1
99,-15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,-15.0,90.0,0.0,0.182458;0.066309;0.016530;0.000668,2
99,-15.0,135.0,0.0,0.304096;0.110515;0.027550;0.001113,0
99,-15.0,180.0,0.0,0.304096;0.110515;0.027550;0.001113,0
99,-15.0,225.0,0.0,0.304096;0.110515;0.027550;0.001113,0
99,-15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
99,-15.0,315.0,0.0,0.243277;0.088412;0.022040;0.000891,1
99,0.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,0.0,135.0,0.0,0.182458;0.066309;0.016530;0.000668,2
99,0.0,180.0,0.0,0.182458;0.066309;0.016530;0.000668,2
99,0.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,0.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,0.0,315.0,0.0,0.182458;0.066309;0.016530;0.000668,2
99,15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,15.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,15.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
99,15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,-15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,-15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,-15.0,135.0,0.0,0.182458;0.066309;0.016530;0.000668,2
100,-15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,-15.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
100,-15.0,270.0,0.0,0.243277;0.088412;0.022040;0.000891,1
100,-15.0,315.0,0.0,0.243277;0.088412;0.022040;0.000891,1
100,0.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,0.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,0.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,0.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
100,0.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
100,0.0,315.0,0.0,0.182458;0.066309;0.016530;0.000668,2
100,15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,15.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
100,15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
100,15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,-15.0,0.0,0.0,0.304096;0.110515;0.027550;0.001113,0
101,-15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,-15.0,135.0,0.0,0.182458;0.066309;0.016530;0.000668,2
101,-15.0,180.0,0.0,0.243277;0.088412;0.022040;0.000891,1
101,-15.0,225.0,0.0,0.243277;0.088412;0.022040;0.000891,1
101,-15.0,270.0,0.0,0.304096;0.110515;0.027550;0.001113,0
101,-15.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
101,0.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,0.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,0.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,0.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,0.0,270.0,0.0,0.243277;0.088412;0.022040;0.000891,1
101,0.0,315.0,0.0,0.243277;0.088412;0.022040;0.000891,1
101,15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,15.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
101,15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
101,15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,-15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,-15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,-15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,-15.0,180.0,0.0,0.182458;0.066309;0.016530;0.000668,2
102,-15.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
102,-15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
102,-15.0,315.0,0.0,0.182458;0.066309;0.016530;0.000668,2
102,0.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,0.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,0.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,0.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,0.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
102,0.0,315.0,0.0,0.182458;0.066309;0.016530;0.000668,2
102,15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,15.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
102,15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
102,15.0,315.0,0.0,0.182458;0.066309;0.016530;0.000668,2
103,-15.0,0.0,0.0,0.304096;0.110515;0.027550;0.001113,0
103,-15.0,45.0,0.0,0.182458;0.066309;0.016530;0.000668,2
103,-15.0,90.0,0.0,0.182458;0.066309;0.016530;0.000668,2
103,-15.0,135.0,0.0,0.243277;0.088412;0.022040;0.000891,1
103,-15.0,180.0,0.0,0.243277;0.088412;0.022040;0.000891,1
103,-15.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
103,-15.0,270.0,0.0,0.304096;0.110515;0.027550;0.001113,0
103,-15.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
103,0.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,0.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,0.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,0.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,0.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,0.0,315.0,0.0,0.182458;0.066309;0.016530;0.000668,2
103,15.0,0.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,15.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,15.0,270.0,0.0,0.121638;0.044206;0.011020;0.000445,3
103,15.0,315.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,-15.0,0.0,0.0,0.304096;0.110515;0.027550;0.001113,0
104,-15.0,45.0,0.0,0.182458;0.066309;0.016530;0.000668,2
104,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,-15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,-15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,-15.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,-15.0,270.0,0.0,0.243277;0.088412;0.022040;0.000891,1
104,-15.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
104,0.0,0.0,0.0,0.243277;0.088412;0.022040;0.000891,1
104,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,0.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,0.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,0.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,0.0,270.0,0.0,0.243277;0.088412;0.022040;0.000891,1
104,0.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
104,15.0,0.0,0.0,0.243277;0.088412;0.022040;0.000891,1
104,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,15.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
104,15.0,270.0,0.0,0.243277;0.088412;0.022040;0.000891,1
104,15.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
105,-15.0,0.0,0.0,0.304096;0.110515;0.027550;0.001113,0
105,-15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,-15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,-15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,-15.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
105,-15.0,270.0,0.0,0.304096;0.110515;0.027550;0.001113,0
105,-15.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
105,0.0,0.0,0.0,0.304096;0.110515;0.027550;0.001113,0
105,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,0.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,0.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,0.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,0.0,270.0,0.0,0.243277;0.088412;0.022040;0.000891,1
105,0.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
105,15.0,0.0,0.0,0.243277;0.088412;0.022040;0.000891,1
105,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,15.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
105,15.0,270.0,0.0,0.182458;0.066309;0.016530;0.000668,2
105,15.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
106,-15.0,0.0,0.0,0.304096;0.110515;0.027550;0.001113,0
106,-15.0,45.0,0.0,0.182458;0.066309;0.016530;0.000668,2
106,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
106,-15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
106,-15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
106,-15.0,225.0,0.0,0.182458;0.066309;0.016530;0.000668,2
106,-15.0,270.0,0.0,0.304096;0.110515;0.027550;0.001113,0
106,-15.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
106,0.0,0.0,0.0,0.243277;0.088412;0.022040;0.000891,1
106,0.0,45.0,0.0,0.182458;0.066309;0.016530;0.000668,2
106,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
106,0.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
106,0.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
106,0.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
106,0.0,270.0,0.0,0.304096;0.110515;0.027550;0.001113,0
106,0.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
106,15.0,0.0,0.0,0.243277;0.088412;0.022040;0.000891,1
106,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
106,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
106,15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
106,15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
106,15.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
106,15.0,270.0,0.0,0.243277;0.088412;0.022040;0.000891,1
106,15.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
107,-15.0,0.0,0.0,0.304096;0.110515;0.027550;0.001113,0
107,-15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,-15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,-15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,-15.0,225.0,0.0,0.304096;0.110515;0.027550;0.001113,0
107,-15.0,270.0,0.0,0.304096;0.110515;0.027550;0.001113,0
107,-15.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
107,0.0,0.0,0.0,0.304096;0.110515;0.027550;0.001113,0
107,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,0.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,0.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,0.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,0.0,270.0,0.0,0.304096;0.110515;0.027550;0.001113,0
107,0.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
107,15.0,0.0,0.0,0.243277;0.088412;0.022040;0.000891,1
107,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,15.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
107,15.0,270.0,0.0,0.304096;0.110515;0.027550;0.001113,0
107,15.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
108,-15.0,0.0,0.0,0.304096;0.110515;0.027550;0.001113,0
108,-15.0,45.0,0.0,0.243277;0.088412;0.022040;0.000891,1
108,-15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
108,-15.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
108,-15.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
108,-15.0,225.0,0.0,0.304096;0.110515;0.027550;0.001113,0
108,-15.0,270.0,0.0,0.304096;0.110515;0.027550;0.001113,0
108,-15.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
108,0.0,0.0,0.0,0.304096;0.110515;0.027550;0.001113,0
108,0.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
108,0.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
108,0.0,135.0,0.0,0.121638;0.044206;0.011020;0.000445,3
108,0.0,180.0,0.0,0.121638;0.044206;0.011020;0.000445,3
108,0.0,225.0,0.0,0.121638;0.044206;0.011020;0.000445,3
108,0.0,270.0,0.0,0.304096;0.110515;0.027550;0.001113,0
108,0.0,315.0,0.0,0.304096;0.110515;0.027550;0.001113,0
108,15.0,0.0,0.0,0.243277;0.088412;0.022040;0.000891,1
108,15.0,45.0,0.0,0.121638;0.044206;0.011020;0.000445,3
108,15.0,90.0,0.0,0.121638;0.044206;0.011020;0.000445,3
